#,ID,State,Fuel Type,Latitude,Longitude
0,29386,Texas,Ethanol,30.405517,-97.671997
1,29387,Texas,Ethanol,30.08711,-97.8206
2,29388,Texas,Ethanol,29.901435,-95.631595
3,29389,Texas,Ethanol,32.908539,-96.960994
4,29390,Texas,Ethanol,31.09186,-97.736095
5,29391,Texas,Ethanol,29.59841,-98.2779
6,29526,Texas,Ethanol,33.019582,-96.913355
7,29527,Texas,Ethanol,29.910386,-95.478687
8,29528,Texas,Ethanol,29.56012,-95.348747
9,29531,Texas,Ethanol,33.109871,-96.766536
10,29859,Texas,Ethanol,29.533886,-98.286337
11,29860,Texas,Ethanol,33.968572,-98.510735
12,30268,Texas,Ethanol,30.33575087756532,-95.47788829608153
13,30542,Texas,Ethanol,29.971127,-95.690172
14,31242,Texas,Ethanol,29.748789,-95.500207
15,31243,Texas,Ethanol,29.979267,-95.215458
16,31253,Texas,Ethanol,32.969032,-96.603857
17,31339,Texas,Ethanol,32.85466819174684,-97.19022207379149
18,31532,Texas,Ethanol,32.998094,-96.846261
19,31533,Texas,Ethanol,27.608103,-99.474439
20,31534,Texas,Ethanol,26.197583,-98.286279
21,31729,Texas,Ethanol,32.56433483638369,-97.35227679895019
22,31952,Texas,Ethanol,30.01448,-97.8631
23,32106,Texas,Ethanol,29.507516,-95.04153
24,32372,Texas,Ethanol,32.607189,-97.117599
25,33067,Texas,Ethanol,29.957225,-95.673501
26,33068,Texas,Ethanol,29.785945,-95.531975
27,33822,Texas,Ethanol,30.075231,-95.516794
28,34827,Texas,Ethanol,29.850858,-98.409264
29,35725,Texas,Ethanol,29.694817,-98.112073
30,35931,Texas,Ethanol,29.510755,-98.396182
31,35993,Texas,Ethanol,30.109919,-97.306572
32,36330,Texas,Ethanol,30.048871,-99.141554
33,36331,Texas,Ethanol,29.881596,-97.917036
34,36883,Texas,Ethanol,30.222641,-95.566689
35,36975,Texas,Ethanol,29.496782,-98.709832
36,40640,Texas,Ethanol,31.102411,-97.353836
37,41199,Texas,Ethanol,27.693267,-97.415679
38,43118,Texas,Ethanol,29.405667,-98.575667
