#,ID,State,Fuel Type,Latitude,Longitude
0,36378,Texas,Electric,29.756604,-95.372854
1,39114,Texas,Electric,30.206145,-97.759109
2,39708,Texas,Electric,32.408909,-99.771463
3,39709,Texas,Electric,35.159354,-101.938937
4,39710,Texas,Electric,32.676458,-97.087169
5,39711,Texas,Electric,30.374542,-97.731445
6,39712,Texas,Electric,29.80725299717069,-94.97383364868773
7,39713,Texas,Electric,30.062535,-94.133511
8,39714,Texas,Electric,32.839339,-97.160994
9,39715,Texas,Electric,30.639201,-96.30671
10,39717,Texas,Electric,27.73082,-97.416019
11,39718,Texas,Electric,32.646784,-96.863492
12,39719,Texas,Electric,33.775328,-96.58308
13,39720,Texas,Electric,31.783928,-106.417267
14,39721,Texas,Electric,31.724024,-106.302211
15,39723,Texas,Electric,32.721585,-97.478539
16,39724,Texas,Electric,32.928183,-97.09448
17,39725,Texas,Electric,26.186259,-97.734663
18,39726,Texas,Electric,29.913418,-95.611942
19,39727,Texas,Electric,29.676558,-95.422537
20,39728,Texas,Electric,29.625565,-95.22531
21,39729,Texas,Electric,29.785494,-95.60022
22,39730,Texas,Electric,29.990205,-95.423096
23,39731,Texas,Electric,29.990275,-95.275606
24,39732,Texas,Electric,32.849437,-96.914294
25,39733,Texas,Electric,29.775354,-95.817237
26,39734,Texas,Electric,31.078549,-97.692745
27,39735,Texas,Electric,27.492086,-97.84753
28,39736,Texas,Electric,27.528418,-99.458211
29,39737,Texas,Electric,29.484543,-95.10255
30,39738,Texas,Electric,33.022937,-96.988337
31,39739,Texas,Electric,32.553772,-94.727241
32,39740,Texas,Electric,33.535048,-101.958266
33,39741,Texas,Electric,33.161606,-96.644662
34,39742,Texas,Electric,32.829838,-96.629967
35,39743,Texas,Electric,32.024113,-102.151567
36,39745,Texas,Electric,29.953433,-94.0071
37,39746,Texas,Electric,32.97135,-96.719803
38,39747,Texas,Electric,29.534537,-95.772812
39,39748,Texas,Electric,30.54205,-97.69265
40,39749,Texas,Electric,31.44646,-100.496244
41,39750,Texas,Electric,29.543147,-98.57544
42,39751,Texas,Electric,29.517253,-98.467365
43,39752,Texas,Electric,29.457047,-98.625324
44,39753,Texas,Electric,29.556508,-98.34469
45,39754,Texas,Electric,30.4963137,-97.6809454
46,39755,Texas,Electric,30.314894,-94.18396
47,39756,Texas,Electric,29.645808,-95.57612
48,39757,Texas,Electric,31.079653,-97.410328
49,39758,Texas,Electric,32.31165413012184,-95.34249985662234
50,39759,Texas,Electric,28.851423,-96.997881
51,39760,Texas,Electric,31.495348,-97.160226
52,39761,Texas,Electric,32.7561,-97.705239
